file_name,valence_mean,valence_std,arousal_mean,arousal_std,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cqt_mean,chroma_cqt_std,chroma_cqt_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,delta_mfcc_mean,delta_mfcc_std,delta_mfcc_var,rms_mean,rms_std,rms_var,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_var,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_var,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_var,poly_features_mean,poly_features_std,poly_features_var,tonnetz_mean,tonnetz_std,tonnetz_var,zero_crossing_rate_mean,zero_crossing_rate_std,zero_crossing_rate_var,harmonic_mean,harmonic_std,harmonic_var,percussive_mean,percussive_std,percussive_var,frame_mean,frame_std,frame_var
2.mp3,3.1,0.94,3,0.63,143.5546875,94204,932.712871287129,0.336155503988266,0.295961230993271,0.087593048810959,0.452671825885773,0.229988247156143,0.052894592285156,0.259519904851913,0.126422926783562,0.015982758253813,0.217601031064987,0.36228534579277,0.131250664591789,7.87555646896362,12.1725616455078,148.171249389648,0.005400087218732,0.984695017337799,0.969624221324921,0.064145117257294,0.019814210886986,0.000392602953074,2433.12816986616,492.739156666903,242791.876512811,2480.34137335273,307.035239031806,94270.6380073183,22.9290347526879,14.5254128370498,210.987618086731,5340.99352292283,1197.83175125394,1434800.90431208,1.47663213156782,1.66346661323275,2.76712117334004,0.009087202626553,0.077009065382168,0.005930396151035,0.112684405960499,0.041855818349298,0.001751909529689,-6.10024289926514E-06,0.087466396391392,0.007650370243937,-1.55610432557296E-05,0.040176212787628,0.001614128006622,5.56234013605442,3.44493265367461,11.8675609883536
3.mp3,3.5,1.75,3.3,1.62,95.703125,68139,959.704225352113,0.374091923236847,0.285406440496445,0.0814568400383,0.343526095151901,0.264375418424606,0.06989436596632,0.222965076565742,0.18335734307766,0.033619914203882,0.183396518230438,0.492092370986939,0.242154896259308,14.11439037323,10.3939533233643,108.034271240234,0.009117827750742,1.00055658817291,1.00111353397369,0.071087228307138,0.038261898537365,0.001463972879684,1436.62617591778,377.665484719713,142631.218348575,2154.53186239308,267.468162239405,71539.2178117247,21.7639193880081,14.1116842908577,199.139633524841,3236.03460309925,1052.54455046916,1107850.03072232,1.19256051552593,1.4168367062439,2.00742625216006,0.013695191413269,0.139114838314727,0.019352938239333,0.040922595101699,0.023675486232329,0.000560528648337,-1.04303389889537E-05,0.114567793905735,0.013125779107213,-1.13442420115462E-05,0.034197717905045,0.001169483992271,3.23918367346939,2.19450684556858,4.81586029524735
4.mp3,5.7,1.42,5.5,1.63,172.265625,115603,932.282258064516,0.346068918704987,0.297161638736725,0.088305041193962,0.543488025665283,0.229816377162933,0.052815567702055,0.274638831615448,0.088920474052429,0.007906851358712,0.377830445766449,0.680341780185699,0.462864935398102,17.2299747467041,20.6806983947754,427.691284179688,0.008432584814727,2.35502910614014,5.54616212844849,0.112958356943417,0.044808324321748,0.002007785928523,2209.48516859898,461.121956687107,212633.458938947,2282.63684899322,226.117012569626,51128.9033734124,22.8011818264032,14.1352297519942,199.804720141661,4660.97935088263,780.046433072696,608472.437749436,2.56880627604185,2.89279667064504,8.36827257769502,0.006835167149644,0.064798015113059,0.004198782762592,0.116342687950566,0.052720656906766,0.002779467664681,-1.82065268745646E-05,0.141978114843369,0.020157784223557,1.66539648489561E-05,0.087630905210972,0.007679175119847,5.44972335600907,3.02322650307261,9.13989848888066
5.mp3,4.4,2.01,5.3,1.85,99.3840144230769,69244,948.54794520548,0.319804280996323,0.298649162054062,0.089191317558289,0.480039209127426,0.247860223054886,0.06143469363451,0.260388374328613,0.124624408781528,0.015531243756414,0.301703214645386,0.505474328994751,0.255504280328751,6.22025775909424,18.7345428466797,350.983062744141,0.001351569080725,1.37524724006653,1.89130508899689,0.091174564754655,0.02850461511078,0.000812513082614,2077.45740983357,500.512360705821,250512.623219314,2222.24480866117,353.070246641913,124658.599063782,22.5925365319014,14.3864669816986,206.970432215504,4314.08632319693,1342.95380844023,1803524.93160413,2.01106268368945,2.23512203334494,4.99577050394401,-0.01516619254499,0.097800111631383,0.009564861835111,0.106864198474511,0.040385741172559,0.001631008090057,-1.92391416931059E-06,0.121385917067528,0.014734540134668,5.62727473152336E-06,0.057895228266716,0.003351857420057,13.241179138322,8.91277588181756,79.4375739195088
7.mp3,5.8,1.47,6.4,1.69,117.453835227273,85907,965.247191011236,0.286531031131744,0.296386420726776,0.087844908237457,0.40057784318924,0.248557299375534,0.061780728399754,0.263168007135391,0.118641972541809,0.014075917191804,0.418119251728058,1.01130056381226,1.02272880077362,29.2191009521484,18.5318031311035,343.427734375,0.021651271730661,1.64136505126953,2.69407939910889,0.16351551477949,0.033151858890698,0.001099045747909,1453.33558379871,350.201070865016,122640.790035004,2220.01919821999,311.936491598552,97304.3747908132,20.6109753802667,13.107319671755,171.801828977575,3311.06522462445,1227.37920780817,1506459.7197598,2.6738424139245,2.81107805811782,7.90215984883146,0.004174290652341,0.108278738655521,0.011724285244831,0.034365400234817,0.017120600405887,0.000293114958258,-0.000356607371941,0.218886747956276,0.047911405563355,-0.00088591320673,0.084856778383255,0.007200672756881,1.79141950113379,1.01339275062809,1.02696486702557
8.mp3,3.2,1.4,4.8,1.54,83.3543346774194,57316,955.266666666667,0.402615398168564,0.307091027498245,0.094304904341698,0.561743855476379,0.229026928544044,0.052453335374594,0.271908849477768,0.096947997808457,0.009398913942277,0.213068827986717,0.526361048221588,0.277055948972702,12.8866281509399,13.5407629013062,183.352264404297,0.004635551478714,1.87981379032135,3.53369998931885,0.07479667430923,0.039019050623847,0.001522486311586,1394.02282998144,557.498883302855,310805.004883931,2050.49094840527,485.51628579252,235726.063769764,20.0023367419124,13.1284007207101,172.354905483542,2831.76028280607,1720.51679885637,2960178.05514696,1.362180044125,1.64021316684731,2.69029923269928,-0.007016541333941,0.051336617172512,0.002635448262717,0.042047976711271,0.025222100368013,0.000636154346974,1.91584204003448E-05,0.094248026609421,0.008882690221071,-2.78924035228556E-05,0.06235346570611,0.003887954866514,2.35334240362812,1.3428940130227,1.80336433021221
10.mp3,4,1.67,4.7,1.85,95.703125,66332,947.6,0.277871161699295,0.303203195333481,0.09193217754364,0.492842763662338,0.247958570718765,0.061483450233936,0.261656165122986,0.121940076351166,0.014869382604957,0.115732960402966,0.240568891167641,0.057873390614987,4.00185585021973,8.1197395324707,65.9301681518555,0.00758323026821,0.910350620746612,0.828738272190094,0.040400959611861,0.0214818828193,0.000461471289462,2064.66413985785,689.082586706009,474834.811301444,2083.166176304,360.613223259767,130041.896789798,22.8902552560106,13.3262662189712,177.589371338892,4026.3931345093,1345.20679270178,1809581.315131,0.804240071655584,0.991125167009405,0.982329096679421,0.003714023238171,0.078165394767341,0.006109828939134,0.129883315105507,0.082856653738202,0.006865225068692,-5.36844936505077E-06,0.054255817085505,0.0029436936602,-4.82393988932017E-06,0.035913463681936,0.001289776875637,2.87695238095238,1.69688308401054,2.87941220080111
12.mp3,5.5,1.91,5.8,1.89,129.19921875,82647,918.3,0.337069481611252,0.293320506811142,0.086036920547485,0.532850742340088,0.250263094902039,0.062631621956825,0.268437653779984,0.106181725859642,0.011274559423328,0.429230034351349,0.864222586154938,0.746880650520325,16.5698661804199,26.1842517852783,685.615051269531,0.009756973013282,2.1173312664032,4.48309183120728,0.138069916981569,0.050751443146188,0.002575708981421,2130.63273187568,795.852296107452,633380.877219504,2450.55437189,501.811117305048,251814.397450941,21.0748929768575,13.4739924294233,181.548471988156,4717.71645460065,1977.63800872035,3911052.09353538,2.74485253055276,3.11226541829018,9.68619603388496,-0.003073250156654,0.085089142862877,0.007240162233139,0.087776784852676,0.056255081087631,0.003164634148176,1.16262035589898E-05,0.190773651003838,0.036394588649273,-3.99643249693327E-06,0.085565775632858,0.007321502547711,2.0921179138322,1.34378955190113,1.80577035979864
13.mp3,3.2,1.4,4,1.67,86.1328125,57005,919.435483870968,0.286432355642319,0.308980107307434,0.09546871483326,0.422410219907761,0.276680201292038,0.076551929116249,0.237782791256905,0.163684695959091,0.02679267898202,0.22335621714592,0.483417689800262,0.233692660927772,8.69446468353272,13.3209085464478,177.44660949707,0.006754264701158,1.23063099384308,1.51445269584656,0.080573577700332,0.029175181539948,0.000851191217889,1959.31337250884,742.584690706107,551432.022871084,2282.056409889,464.838722389117,216075.037832347,22.9311565480511,14.0170077393607,196.476505965298,4220.99544036284,1756.86454737927,3086573.03783818,1.4580906632951,1.71732868079639,2.94921779788586,-0.017176800721477,0.153844268364524,0.023668058908616,0.081276336528564,0.055123161191488,0.003038562899743,-4.43658927906654E-06,0.119162231683731,0.014199637807906,6.1975379139767E-06,0.046686347573996,0.002179615199566,2.6923537414966,1.55329998998288,2.41274085888082
17.mp3,4.4,1.8,6,2.05,107.666015625,71792,920.410256410256,0.366692841053009,0.291821360588074,0.085159704089165,0.59158581495285,0.213290810585022,0.045492969453335,0.277717173099518,0.078781463205814,0.006206519436091,0.435805946588516,0.770216941833496,0.593234121799469,17.0493469238281,25.1509780883789,632.571716308594,0.015230225399137,2.41363263130188,5.82562208175659,0.128150703445729,0.046404207877425,0.002153350508731,2366.96362558877,625.352576198244,391065.84455778,2532.45462379433,326.301817110814,106472.875849819,22.2542622887898,13.7890994909971,190.139264772617,5307.16433993824,1334.20123956372,1780092.94765337,2.87463022469465,3.21858530266065,10.3592913505031,0.006306346760401,0.059080076460144,0.003490455434536,0.10832103625193,0.055375725257217,0.003066470947763,-0.000324105902109,0.157909631729126,0.024935452267528,0.000411148910644,0.098185867071152,0.009640464559197,2.86302040816327,1.66579669820291,2.77487863974373
